MGI.symbol	HGNC.symbol
Etnk2	ETNK2
Tmem19	TMEM19
Ssh2	SSH2
Mpc2	MPC2
Palld	PALLD
Cks1b	CKS1B
Fam117b	FAM117B
Hnrnpu	HNRNPU
Mterf2	MTERF2
Gm26321	RN7SKP253
Wdr33	WDR33
Tomm20	TOMM20
Gm25522	RNU6-237P
Gm25522	RNU6-1186P
Gm25522	RNU6-1121P
Gm26075	SNORA65
Fh1	FH
Gm25099	RNU5A-1
Gm25099	RNU5E-1
Gm25099	RNU5E-4P
Gm25099	RNU5D-1
Cerkl	CERKL
Hspe1	HSPE1
Trim11	TRIM11
Gm24768	RNU6-496P
Slc25a3	SLC25A3
Olfr287	OR10AD1
Cd55b	CD55
Fcrls	FCRL3
Fcrls	FCRL2
Isy1	ISY1-RAB43
Isy1	ISY1
Mgp	MGP
Col6a5	COL6A5
1700010I14Rik	C6orf118
Snora20	SNORA20
Mir194-1	MIR194-1
Snord87	SNORD87
Gm22607	RNU6-695P
Fam71a	FAM71A
Gpatch4	GPATCH4
Gm26245	RNU6-487P
Appl2	APPL2
Ptgs2	PTGS2
Hoxa7	HOXA7
Aadac	AADAC
Mir26a-1	MIR26A1
Polr2i	POLR2I
Prdm4	PRDM4
Cd9	CD9
4930505A04Rik	C2orf73
Gm22929	RNU6-782P
Pgap1	PGAP1
Tmem263	TMEM263
Cyp2j9	CYP2J2
Gm23336	RNU6ATAC5P
Gm23336	RNU6ATAC3P
Gm28919	SYCP3
Copg1	COPG1
Aimp1	AIMP1
Aamdc	AAMDC
Alkbh8	ALKBH8
Sec23b	SEC23B
Gm23507	RNU6-1056P
Dars2	DARS2
Limch1	LIMCH1
Gm25014	RNU6-359P
Gm973	KIAA2012
Tmem63a	TMEM63A
Tdrd5	TDRD5
Foxh1	FOXH1
Slc13a1	SLC13A1
Gm23337	RNU6-1175P
BC034090	KIAA1614
Tardbp	TARDBP
Gm23138	RNU6-969P
Gbf1	GBF1
Fmo4	FMO4
Gpc2	GPC2
1700066M21Rik	C2orf69
Gm28040	GOLT1A
Otc	OTC
Rasa4	RASA4B
Rasa4	RASA4
Rsad2	RSAD2
Uhrf1bp1l	UHRF1BP1L
Itm2a	ITM2A
Dhrs7	DHRS7
Scarna13	SCARNA13
Glul	GLUL
Recql4	RECQL4
Xlr4a	FAM9A
Xlr4a	FAM9B
Dusp12	DUSP12
Ankrd13b	ANKRD13B
Gm23137	RNU6-492P
Gorasp2	GORASP2
Gm23354	RNU6-1055P
Gm23354	RNU6-1285P
Vsig8	VSIG8
Kitl	KITLG
Dyrk3	DYRK3
Mir133a-2	MIR133A2
Ift46	IFT46
Clk1	CLK1
Clcn2	CLCN2
Gm22297	RNU6-999P
Gm22297	RNU6-616P
Tbc1d15	TBC1D15
Rc3h1	RC3H1
Fkbp11	FKBP11
Epx	EPX
Hbegf	HBEGF
Olfr197	OR5H14
Olfr197	OR5H1
Olfr197	OR5H15
Olfr197	OR5H6
Olfr197	OR5H2
Olfr197	OR5H8
Wdr77	WDR77
Cry1	CRY1
Gm22962	SNORD113-1
Mapkapk2	MAPKAPK2
Tmprss4	TMPRSS4
Gm25783	RNU2-50P
BC049352	SMIM35
Tmem79	TMEM79
Map4	MAP4
Ern2	ERN2
Ap1s3	AP1S3
Mc3r	MC3R
Brinp3	BRINP3
Mir221	MIR221
Kcnk3	KCNK3
Gm25390	RNU6-133P
Xylt1	XYLT1
Cyp20a1	CYP20A1
Gm25395	SCARNA5
Rgs16	RGS16
Mir200c	MIR200C
Tmem104	TMEM104
Plekhb2	PLEKHB2
Prlhr	PRLHR
Rab21	RAB21
Ntrk1	NTRK1
Cbs	CBS
Tekt5	TEKT5
Zfp319	ZNF319
Gm22503	RNU6-445P
Kansl3	KANSL3
Gm25055	SNORD114-26
Gpr161	GPR161
Apool	APOOL
Aox1	AOX1
Gm26028	RN7SKP57
Asb7	ASB7
2810459M11Rik	C2orf72
Ddn	DDN
Cd160	CD160
Gm23297	SNORA54
Asrgl1	ASRGL1
Aadat	AADAT
Klhl23	KLHL23
Kifc3	KIFC3
Crocc2	CROCC2
Gm22876	RN7SL77P
Gm20843	SYCP3
Faah	FAAH
Gm23753	RNU1-21P
Gm22549	RNU6-742P
Lalba	LALBA
Gm24589	MIR1225
Zfp869	ZNF878
Zfp869	ZNF844
Atg4b	ATG4B
Fpgs	FPGS
Drc7	DRC7
Timm23	TIMM23
Ulk1	ULK1
Gm25425	RNU6-119P
Wscd2	WSCD2
Sfxn5	SFXN5
Gm24468	RNU6-1212P
Gm24336	SNORA12
Ceacam16	CEACAM16
Lrcol1	LRCOL1
Lamtor5	LAMTOR5
Zmym1	ZMYM1
Dtd1	DTD1
Gpr1	GPR1
Lrba	LRBA
Gm24383	RN7SKP219
Draxin	DRAXIN
Zfp866	ZNF878
Zfp866	ZNF844
Rps27l	RPS27L
Ush1g	USH1G
Snord123	SNORD123
Gm23066	RNU6-237P
Gm23066	RNU6-1186P
Gm23066	RNU6-1121P
Kctd13	KCTD13
Gm23579	RNU6-1059P
Cst11	CST11
Kcp	KCP
Nit1	NIT1
Wsb2	WSB2
2810006K23Rik	C12orf65
Gm26129	RNU6-11P
Gm24289	SCARNA14
Gm26397	SNORA14B
Axdnd1	AXDND1
Gm25718	RNU6-1163P
Gm25718	RNU6-1203P
Gm25828	RNU6-915P
Klf7	KLF7
Cd48	CD48
Snord49b	SNORD49B
St8sia4	ST8SIA4
Csrnp3	CSRNP3
Gm24540	RNU6-2
Gm24540	RNU6-9
Ankzf1	ANKZF1
Spdye4b	SPDYE2B
Spdye4b	SPDYE2
Spdye4b	SPDYE3
Agxt	AGXT
Mrpl24	MRPL24
Bcan	BCAN
Cacna1e	CACNA1E
Fam129a	FAM129A
B3galt1	B3GALT1
Gm26034	RNU6-579P
Gm26412	RNU6-907P
Best3	BEST3
Fam210b	FAM210B
Iscu	ISCU
Rgn	RGN
Snap47	SNAP47
Agap1	AGAP1
Ppp1r1a	PPP1R1A
Gm22770	RNU6-290P
Mad2l2	MAD2L2
Mff	MFF
Araf	ARAF
Snord73a	SNORD73A
Gata2	GATA2
Ovol2	OVOL2
Lyar	LYAR
Rhod	RHOD
Gm24182	RNU6-271P
Slc30a7	SLC30A7
Ddx20	DDX20
Klhl11	KLHL11
Gdpd1	GDPD1
Capn10	CAPN10
Fxyd2	FXYD2
Fxyd2	FXYD6-FXYD2
Plat	PLAT
Sez6l2	SEZ6L2
Cnpy1	CNPY1
Ddx23	DDX23
Pbp2	PEBP1
Sumo1	SUMO1
Gm25852	SNORA63E
Mettl5	METTL5
Wnt3a	WNT3A
Snord58b	SNORD58B
Atp2b1	ATP2B1
Gm22485	RNU6-701P
Ccdc113	CCDC113
Kntc1	KNTC1
Gm24739	RN7SKP136
Gas8	GAS8
Klf11	KLF11
Hoxa6	HOXA6
Ihh	IHH
Gm23517	RNU2-35P
Sh3d19	SH3D19
Tubd1	TUBD1
Snord7	SNORD7
Pphln1	PPHLN1
Gm25224	SNORD114-24
Myrfl	MYRFL
Snora36b	SNORA36B
Hirip3	HIRIP3
Pou5f2	POU5F2
Klhdc7b	KLHDC7B
Zfp9	ZNF25
Col5a2	COL5A2
Gdpd4	GDPD4
Gm25328	RNU6-419P
Rgs1	RGS1
Tbx22	TBX22
Pcsk9	PCSK9
Wipf1	WIPF1
Gm22667	RN7SKP291
Sult1c2	SULT1C2
Slc36a2	SLC36A2
Gm26477	RN7SKP126
Mbnl3	MBNL3
Katnb1	KATNB1
Asb1	ASB1
Rhof	RHOF
Htr2b	HTR2B
Zfc3h1	ZFC3H1
Gm26440	SNORA65
Stk39	STK39
Cort	CORT
Olfr173	OR5K1
Olfr173	OR5K2
Mybph	MYBPH
Mir450-2	MIR450A2
Spata3	SPATA3
Gm960	C11orf80
Olfr186	OR5H14
Olfr186	OR5H1
Olfr186	OR5H15
Olfr186	OR5H6
Olfr186	OR5H2
Olfr186	OR5H8
Ccdc173	CCDC173
Gm26480	RN7SKP4
Gm26480	RN7SKP130
Gm26480	RN7SKP119
Gm26480	RN7SKP85
Mir106b	MIR106B
Comtd1	COMTD1
Dnajc10	DNAJC10
Vsig10	VSIG10
Trim7	TRIM7
Il10ra	IL10RA
Gm24905	RNU6-1200P
Yaf2	YAF2
Tlr5	TLR5
Gm23714	RNU6-644P
Ctla4	CTLA4
Ephx1	EPHX1
Il4i1	IL4I1
Il22	IL22
Gm25705	RNU6-142P
Gm23851	RNU6-1020P
Gm23851	RNU6-22P
Itgb7	ITGB7
P2ry12	P2RY12
Nfu1	NFU1
Adam12	ADAM12
Gm23318	RNU6-384P
En2	EN2
Oasl1	OASL
Rpa2	RPA2
Mrpl48	MRPL48
Gm22542	RNU6-987P
Gm22009	SCARNA7
Gm436	AADACL4
Cideb	CIDEB
Gm23941	RNU6-102P
Dnajb8	DNAJB8
Dhx38	DHX38
Gm24675	RN7SKP161
Chrnd	CHRND
Dnajc8	DNAJC8
Gm22500	RNU6-1065P
Gm22025	RN7SKP54
Sox13	SOX13
Agt	AGT
Gm22207	RN7SKP266
Pvrig	PVRIG
Zdhhc18	ZDHHC18
Plk1	PLK1
Mir196a-2	MIR196A2
Gm25284	RNU4-13P
Acsl4	ACSL4
Arv1	ARV1
Suds3	SUDS3
Lime1	LIME1
Gm22335	RNU6-332P
Gm22335	RNU6-321P
Gm22335	RNU6-369P
Dph5	DPH5
Olfr218	OR10J3
Cldnd1	CLDND1
Rfx4	RFX4
Snord19	SNORD19
Mir450b	MIR450B
Phex	PHEX
Fbxl8	FBXL8
Zfp182	ZNF182
Ptov1	PTOV1
Mir450-1	MIR450A1
Il2ra	IL2RA
Ppfia4	PPFIA4
Gm22948	RN7SKP12
Dnajc2	DNAJC2
Gramd4	GRAMD4
Hp	HP
Hp	HPR
Msh4	MSH4
Riiad1	RIIAD1
Lman2l	LMAN2L
Dis3l2	DIS3L2
Kifc2	KIFC2
Mirt2	RN7SKP60
Hoxd8	HOXD8
Pdha2	PDHA2
Grm6	GRM6
Tsc2	TSC2
Olig3	OLIG3
Tspan33	TSPAN33
Leng8	LENG8
Zbtb46	ZBTB46
Fryl	FRYL
Gm25814	RNU6-800P
Igsf9	IGSF9
Ren1	REN
Usp53	USP53
Zfp428	ZNF428
Adss	ADSS
Olfr286	OR10AD1
Taf5l	TAF5L
Ube3b	UBE3B
Mirlet7f-2	MIRLET7F2
Slain2	SLAIN2
Cdk16	CDK16
Cog4	COG4
Abi2	ABI2
Gm25945	SNORA80E
Gm25360	RNU2-2P
Dnpep	DNPEP
Nup62cl	NUP62CL
Farsb	FARSB
Myo7b	MYO7B
Ccdc38	CCDC38
Dbndd1	DBNDD1
Gm24598	SNORD114-26
Ercc1	ERCC1
Gm22139	RNU6-953P
Cbl	CBL
Cuedc2	CUEDC2
Rgs18	RGS18
Snord82	SNORD82
Lin9	LIN9
Gm23344	SNORD18A
Psg18	PSG9
Gm22056	RNU6-233P
Hpcal4	HPCAL4
Gm24226	RNU6-507P
Hoxc10	HOXC10
Gm22846	RN7SKP29
Gm25848	SNORA79
Mex3a	MEX3A
Nucks1	NUCKS1
Alx1	ALX1
Cfp	CFP
Lrrc4b	LRRC4B
Mrps9	MRPS9
Snord104	SNORD104
Cd36	CD36
Lrrc17	LRRC17
Fam124b	FAM124B
Mir496a	MIR496
Ikbkb	IKBKB
Gm26457	SNORD51
Gm21094	SYCP3
Btg1	BTG1
Hcar2	HCAR2
Hcar2	HCAR3
Polr2h	POLR2H
Mrpl58	MRPL58
Gm9495	POTEI
Gm9495	POTEJ
Gm9495	POTEE
Atp1a4	ATP1A4
Lipa	LIPA
Gm24498	RNU6-792P
Scn3b	SCN3B
Gm23429	RNU4-88P
Gm23429	RNU4-36P
Gm23429	RNU4-20P
Gm23429	RNU4-33P
Gm23429	RNU4-47P
Gm23429	RNU4-87P
Gm26365	SNORD116-6
Gm26365	SNORD116-9
Gm26365	SNORD116-1
Gm26365	SNORD116-3
Gm26365	SNORD116-7
Gm26365	SNORD116-8
Gm26365	SNORD116-4
Gm26365	SNORD116-2
Gm26365	SNORD116-5
Htra2	HTRA2
Mir15a	MIR15A
Cdc14a	CDC14A
P2ry13	P2RY13
Trim41	TRIM41
Gm24623	RNU2-34P
Gm23128	SNORA17A
Mbtps2	MBTPS2
Mir455	MIR455
Gm25995	RNU4-67P
Gm25995	RNU4-92P
Gm25820	SCARNA4
Dusp23	DUSP23
Ubfd1	UBFD1
Gm24234	RNU6-1301P
Msantd4	MSANTD4
Irs1	IRS1
B3gnt4	B3GNT4
Stxbp4	STXBP4
Snord17	SNORD17
Acta1	ACTA1
Anp32a	ANP32D
Gm26133	RNU6-1230P
Soat2	SOAT2
Iqgap3	IQGAP3
Skap2	SKAP2
Rnd1	RND1
Scgb2a2	SCGB2A1
Scgb2a2	SCGB2A2
Gm24854	RNU6-231P
Gm23448	RNU6-356P
Pmf1	PMF1
Wnt16	WNT16
Mir301b	MIR301B
Alk	ALK
Slc19a2	SLC19A2
Palb2	PALB2
D230025D16Rik	C16orf70
P4ha1	P4HA1
Slc24a3	SLC24A3
Hoxa5	HOXA5
Tmem208	TMEM208
Gm26505	RNU1-13P
Gm26505	RNU1-34P
Gm26505	RNU1-11P
Gm26505	RNU1-67P
9130409I23Rik	DEGS1
Rnf34	RNF34
Sema4c	SEMA4C
Tmub1	TMUB1
Lgr4	LGR4
Adgrg3	ADGRG3
Grm8	GRM8
Mmgt2	MMGT1
Clec3b	CLEC3B
Erich2	ERICH2
Scn1a	SCN1A
AK157302	ISCA1
3110001I22Rik	PPHLN1
Arhgap5	ARHGAP5
Xlr3a	FAM9A
Xlr3a	FAM9B
Fam149b	FAM149B1
Pgbd5	PGBD5
Dtl	DTL
Ifit3	IFIT3
Gucy2c	GUCY2C
Rhbdd1	RHBDD1
Fbxo31	FBXO31
Rilpl1	RILPL1
Gm25798	RNU6-178P
Lrpap1	LRPAP1
Bok	BOK
Lgals8	LGALS8
Gm26143	RNU6-813P
Ptk6	PTK6
Rrnad1	RRNAD1
Fcrl6	FCRL6
Upp1	UPP1
Ccer1	CCER1
Rab11a	RAB11A
Ptprb	PTPRB
Gm22236	RNU6-1066P
Pgd	PGD
4930415O20Rik	TEX49
Mir489	MIR489
BC037034	C7orf43
Adam23	ADAM23
Gm23186	RNU6-359P
Gm25435	RN7SKP268
Fcrl5	FCRL5
4931409K22Rik	IQCA1L
Gm26497	RNU6-105P
Abcd2	ABCD2
2010003K11Rik	C11orf86
Gm23676	RNU6-58P
Sept2	SEPT2
Gm23057	RNU6-313P
Slc10a4	SLC10A4
Mlec	MLEC
Mir143	MIR143
Gm28510	SYCP3
Cxcl13	CXCL13
Ptrh2	PTRH2
Chia1	CHIA
Mr1	MR1
Rsf1	RSF1
Mlxip	MLXIP
Galnt2	GALNT2
Mir145a	MIR145
Gm4756	DHRS7
Wnk2	WNK2
Ambra1	AMBRA1
Zc3h11a	ZC3H11A
Gm25061	RNU6-636P
Sart3	SART3
Kctd19	KCTD19
Mir652	MIR652
Bmp3	BMP3
Lrrc10	LRRC10
Abhd15	ABHD15
Tomm6	TOMM6
Pacrg	PACRG
Taok2	TAOK2
Hypm	HYPM
Gm22131	SNORD116-6
Gm22131	SNORD116-9
Gm22131	SNORD116-1
Gm22131	SNORD116-3
Gm22131	SNORD116-7
Gm22131	SNORD116-8
Gm22131	SNORD116-4
Gm22131	SNORD116-2
Gm22131	SNORD116-5
1700025G04Rik	C1orf21
Mcu	MCU
Mir340	MIR340
Cd55	CD55
Enah	ENAH
Cd3eap	CD3EAP
Gm22165	RNU6-227P
Ttc36	TTC36
Fam178b	FAM178B
Prkag1	PRKAG1
Gm24061	SNORA72
Wnt6	WNT6
Gm25776	SNORA79
Gm24847	RNU6-1160P
Cd3e	CD3E
Tmed2	TMED2
Ccdc136	CCDC136
Nxt2	NXT2
Arhgap27	ARHGAP27
Tnfaip2	TNFAIP2
Atp5f1	ATP5PB
Ap2m1	AP2M1
Cd3g	CD3G
Scarna6	SCARNA6
Pbdc1	PBDC1
Lbx2	LBX2
Snw1	SNW1
Ascl4	ASCL4
Prox2	PROX2
Dhcr24	DHCR24
Fmo5	FMO5
Mettl11b	METTL11B
Pigc	PIGC
Chrna1	CHRNA1
Pdgfa	PDGFA
Lefty2	LEFTY1
Lefty2	LEFTY2
Wdr11	WDR11
Dnajb6	DNAJB6
Pmfbp1	PMFBP1
Gm26355	RNU6-1140P
Syt14	SYT14
St6galnac5	ST6GALNAC5
Anxa7	ANXA7
Gm25129	SNORA60
Inpp5d	INPP5D
Aig1	AIG1
Chpf	CHPF
Snord61	SNORD61
Magix	MAGIX
Degs1	DEGS1
Slc24a1	SLC24A1
Adat2	ADAT2
Gm23969	SNORD24
Gm23751	SCARNA11
Gm24521	RNU6-144P
Gm24521	RNU6-1179P
Vamp4	VAMP4
Zfp385a	ZNF385A
Nr1i3	NR1I3
Psg27	PSG9
Catsper4	CATSPER4
Fmo1	FMO1
Rnu12	RNU12
Fzd8	FZD8
Emx1	EMX1
Tspan7	TSPAN7
Gm25364	RNU6-431P
Egln1	EGLN1
Cyhr1	CYHR1
Gm22668	RN7SKP297
Fam172a	FAM172A
Endov	ENDOV
Gm26410	RN7SKP29
Hoxa3	HOXA3
Anxa3	ANXA3
Olfr190	OR5H14
Olfr190	OR5H1
Olfr190	OR5H15
Olfr190	OR5H6
Olfr190	OR5H2
Olfr190	OR5H8
Aars	AARS
C8a	C8A
Pih1d3	PIH1D3
Defb28	DEFB115
Gm773	SYCP3
Flrt1	FLRT1
Pwp1	PWP1
Gpc1	GPC1
Gm26109	SNORD63
1700008O03Rik	C19orf81
Rpph1	RPPH1
Gm23744	RNU2-63P
Cadm4	CADM4
Igsf8	IGSF8
Fcamr	FCAMR
Zfp868	ZNF878
Zfp868	ZNF844
Gm23767	SNORD116-6
Gm23767	SNORD116-9
Gm23767	SNORD116-1
Gm23767	SNORD116-3
Gm23767	SNORD116-7
Gm23767	SNORD116-8
Gm23767	SNORD116-4
Gm23767	SNORD116-2
Gm23767	SNORD116-5
Cfap126	CFAP126
Cdr2l	CDR2L
Acsl3	ACSL3
Slc35d3	SLC35D3
Cdk15	CDK15
Nuak1	NUAK1
Spint3	SPINT3
Taf1b	TAF1B
Dennd2d	DENND2D
Gm26357	RNU6ATAC25P
Gm23229	RNU6-945P
Dusp6	DUSP6
Atn1	ATN1
Spdye4a	SPDYE2B
Spdye4a	SPDYE2
Spdye4a	SPDYE3
Metap2	METAP2
Ppp1r16a	PPP1R16A
Mir26b	MIR26B
Gm27326	SNORA21B
Gm26084	RNU6-195P
Prelp	PRELP
Mroh9	MROH9
Gm24552	RNU6-293P
Zfand4	ZFAND4
Mir28a	MIR28
Zar1	ZAR1
Mir335	MIR335
Gm23169	RNU6-1313P
Gm23169	RNU6-254P
Gm23214	RNU4-29P
Megf11	MEGF11
Rtn1	RTN1
Gm24128	RNU6-700P
Kmt5a	KMT5A
F5	F5
Gm26411	RNU6-1198P
Slc39a2	SLC39A2
Gmppa	GMPPA
Hmgn5	HMGN5
Cit	CIT
Frem3	FREM3
Rab17	RAB17
Fam222a	FAM222A
Gm22361	RNU1-98P
C8b	C8B
Aldoart1	ALDOA
Chga	CHGA
Resp18	RESP18
Mcm7	MCM7
Smyd2	SMYD2
Mzt2	MZT2A
Pex14	PEX14
Glmp	GLMP
Etv3	ETV3
Mir322	MIR424
Lmod2	LMOD2
Ankmy1	ANKMY1
Ercc3	ERCC3
Gm6592	SSX5
Gm6592	SSX1
Gm22980	SNORD38B
Gm24916	SNORD19B
Ssxb6	SSX5
Ssxb6	SSX1
Hivep2	HIVEP2
Gm24313	SNORA5A
Chfr	CHFR
Gm25552	RNU6-74P
Gm25552	RNU6-827P
Amdhd1	AMDHD1
Mirlet7c-2	MIRLET7A3
Gm23141	SNORD116-6
Gm23141	SNORD116-9
Gm23141	SNORD116-1
Gm23141	SNORD116-3
Gm23141	SNORD116-7
Gm23141	SNORD116-8
Gm23141	SNORD116-4
Gm23141	SNORD116-2
Gm23141	SNORD116-5
Magee1	MAGEE1
Rilpl2	RILPL2
Gm25558	RNU6-895P
Gm26265	SNORA50A
Qsox1	QSOX1
Insig1	INSIG1
Gm24382	RNU6-945P
Mir16-2	MIR16-2
Sde2	SDE2
Gm11992	C7orf57
Clec1b	CLEC1B
Noc4l	NOC4L
Cct3	CCT3
Fzd10	FZD10
Chpf2	CHPF2
Itln1	ITLN1
Gm23758	SNORA72
Pla2g12b	PLA2G12B
Zc3h15	ZC3H15
Kdm2a	KDM2A
Rap1a	RAP1A
Rbm17	RBM17
Atp2b4	ATP2B4
Osbpl8	OSBPL8
Agap3	AGAP3
Efhd1	EFHD1
Mettl18	METTL18
Stmn3	STMN3
Gm22431	RNY1P2
Gm25683	SNORA71D
Gm25683	SNORA71C
Smo	SMO
Gm26257	RNU6-108P
Gm26257	RNU6-1249P
Gm26257	RNU6-818P
Gm26257	RNU6-1197P
Gm26257	RNU6-564P
Gm26257	RNU6-501P
B3gnt9	B3GNT9
Myg1	C12orf10
Il17rd	IL17RD
Vil1	VIL1
Galnt3	GALNT3
Trim67	TRIM67
Gm23924	RNU6-2
Gm23924	RNU6-9
Vash2	VASH2
Mks1	MKS1
Dcaf8	DCAF8
Mir877	MIR877
Snora28	SNORA28
Ppp3r1	PPP3R1
Stk25	STK25
Gm25162	RNU105B
Asb15	ASB15
Gtf3c3	GTF3C3
Glt1d1	GLT1D1
Reln	RELN
Nck2	NCK2
Mir363	MIR363
Rho	RHO
Ammecr1	AMMECR1
Zfp963	ZNF878
Zfp963	ZNF844
Atp8a1	ATP8A1
Slamf1	SLAMF1
Hdac4	HDAC4
Gm25147	RNU6-1204P
Hdgf	HDGF
Fsip2	FSIP2
Ldlrap1	LDLRAP1
Gkn2	GKN2
Lamtor2	LAMTOR2
Dhx35	DHX35
Chrng	CHRNG
Zhx3	ZHX3
Adam15	ADAM15
Kcne1l	KCNE5
Cd84	CD84
Smc1a	SMC1A
3830403N18Rik	SYCP3
Pde6d	PDE6D
Urb2	URB2
Gm25454	RN7SKP67
Gm25842	RN7SKP26
Nolc1	NOLC1
Kcnj10	KCNJ10
Gm6169	PLP2
Mmd	MMD
Fdxacb1	FDXACB1
Zfp78	ZNF337
Zfp78	ZNF20
Srgap2	SRGAP2
Gpr171	GPR171
Gm24914	RN7SKP141
Efna3	EFNA3
Svop	SVOP
Zfp964	ZNF878
Zfp964	ZNF844
Msrb3	MSRB3
Phf6	PHF6
Gm24826	SNORD3D
Gm22637	RN7SKP122
Hesx1	HESX1
Gypa	GYPE
Gypa	GYPA
Gypa	GYPB
Nron	NRON
Atp5b	ATP5F1B
Ntn4	NTN4
Pard3b	PARD3B
Nckap1	NCKAP1
Lyst	LYST
Ankrd7	POTEI
Ankrd7	POTEJ
Ankrd7	POTEE
Rad54b	RAD54B
Rad54b	FSBP
Aldoart2	ALDOA
Acacb	ACACB
Ash1l	ASH1L
Prss56	PRSS56
Fbxl13	FBXL13
Eef1g	EEF1G
Gpr45	GPR45
Dytn	DYTN
Kcnc2	KCNC2
Nppc	NPPC
Arf3	ARF3
Mab21l2	MAB21L2
Arhgef4	ARHGEF4
Nedd1	NEDD1
C1d	C1D
Hoxd4	HOXD4
Epc1	EPC1
Il20ra	IL20RA
Lat2	LAT2
Gm30191	C1orf232
Gm23058	RNU6-1141P
Chit1	CHIT1
Tbx6	TBX6
Gtf2i	GTF2I
Atxn7l3b	ATXN7L3B
Usp24	USP24
Trim65	TRIM65
Arl1	ARL1
Eef1a2	EEF1A2
Gm20896	SYCP3
Mfrp	MFRP
D630023F18Rik	C2orf80
Thap2	THAP2
Acads	ACADS
Cox20	COX20
Ccdc141	CCDC141
Alox5	ALOX5
Ube4a	UBE4A
Diablo	DIABLO
Etv1	ETV1
Cped1	CPED1
Gm26379	SNORA17A
Desi2	DESI2
Nr2f1	NR2F1
Tmem182	TMEM182
Acbd3	ACBD3
Olfr1414	OR6B2
Olfr1414	OR6B3
Gm26427	RNU6-3P
Gm26285	RNU6-16P
Mir302c	MIR302C
Adipoq	ADIPOQ
Gm24046	RNU1-100P
Acyp2	ACYP2
Gm22486	SNORD94
Zfp449	ZNF449
Frmd3	FRMD3
Olfr180	OR5K4
Arhgef4	SMIM39
Gm25128	SNORD117
Lmbr1	LMBR1
Cers3	CERS3
Tnk2	TNK2
Btbd7	BTBD7
Mblac1	MBLAC1
Sprtn	SPRTN
Tmem119	TMEM119
Slc39a4	SLC39A4
Eif3c	EIF3CL
Psg21	PSG9
Bcas1	BCAS1
Guk1	GUK1
Htr5a	HTR5A
Nectin4	NECTIN4
Uxs1	UXS1
Ndufa10	NDUFA10
Myoc	MYOC
Fam171a1	FAM171A1
Ola1	OLA1
Gpr55	GPR55
Gm23982	RNU6-1148P
Ccnyl1	CCNYL1
Gm23444	RNU2-2P
Snord49a	SNORD49A
Tacstd2	TACSTD2
Swt1	SWT1
Mettl25	METTL25
Plp2	PLP2
Cdcp1	CDCP1
Fcrla	FCRLA
Gm22888	SNORD121B
Dnaaf5	DNAAF5
Lrrk2	LRRK2
Psg25	PSG9
Mir1a-1	MIR1-1
Polr2d	POLR2D
Pcx	PC
Gm24224	RN7SKP64
Gpr87	GPR87
Chic2	CHIC2
Dtymk	DTYMK
Mrps16	MRPS16
Gm23506	RNU6-200P
Gm25489	RNU1-87P
Kcnj13	KCNJ13
Dhrs1	DHRS1
Nr1h4	NR1H4
Gm26424	RNU6-118P
Gm25384	RNU6-993P
Gm1993	SYCP3
Slc9a1	SLC9A1
Gm25215	SNORA29
Psg22	PSG9
Fmo3	FMO3
Eif2b2	EIF2B2
Rcor3	RCOR3
Mir339	MIR339
Iltifb	IL22
Rnf144a	RNF144A
Poc1b	POC1B
Amhr2	AMHR2
Mfsd3	MFSD3
Ankrd39	ANKRD39
Xk	XK
Pold1	POLD1
Gm23971	RNU2-2P
Stk11ip	STK11IP
Gm22087	RNU6-1241P
Gm22087	RNU6-285P
Gm22985	RNU4-90P
Gm22985	RNU4-30P
Irgq	IRGQ
Gas2l3	GAS2L3
Six6	SIX6
Gm23454	SNORA16A
Alg9	ALG9
Grhl1	GRHL1
Mirlet7g	MIRLET7G
Gm24356	RNU6-163P
Gm24917	RNU6-325P
Tmem25	TMEM25
Gm22669	RN7SKP101
Hes6	HES6
Gm27449	RNU6-182P
Gm27449	RNU6-720P
Cds1	CDS1
Adora3	ADORA3
Gm23428	RNU6-72P
Gm25367	RNU6-1296P
Rheb	RHEB
Mpzl2	MPZL2
Gm22951	RNU6-738P
Fdps	FDPS
Bend4	BEND4
Tial1	TIAL1
Pitx3	PITX3
Man1c1	MAN1C1
Actr6	ACTR6
Tmem132d	TMEM132D
Cnih3	CNIH3
Tmem198	TMEM198
Aasdhppt	AASDHPPT
Mtfr1l	MTFR1L
Gpt	GPT
Mgme1	MGME1
Aste1	ASTE1
Gm25800	SNORA9
Mirlet7a-1	MIRLET7A1
B4galt3	B4GALT3
Cltc	CLTC
Amn	AMN
Ids	IDS
Mir582	MIR582
Gm22479	RNU4-72P
Gm24374	RNU6-295P
Gm21996	SYCP3
Gm24263	RNU6-601P
Ctif	CTIF
Sh2d2a	SH2D2A
Ccdc184	CCDC184
Heyl	HEYL
Unc119b	UNC119B
Anapc10	ANAPC10
Gm25060	RNU1-54P
Xlr3b	FAM9A
Xlr3b	FAM9B
Snord23	SNORD23
Cybb	CYBB
Ric8b	RIC8B
Gm25308	RNU1-52P
Gm25609	RNU6-547P
Gm25609	RNU6-646P
Kansl2	KANSL2
Ecel1	ECEL1
Cwc22	CWC22
1110038F14Rik	C8orf33
Xlr	SYCP3
Gm25547	RNU6-2
Gm25547	RNU6-9
Rab25	RAB25
Nr0b2	NR0B2
H3f3a	H3F3A
Snora2b	SNORA2B
